# LeakReport
# from new @ |      size  # Pointer Addr
L 0x3ca0cbe049          29  # 0xa912f0
L 0x3ca0cbe049          40  # 0xa913c0
L 0x3ca0cbe049          29  # 0xa91390
L 0x3ca0cbe049          34  # 0xa91360
L 0x3ca0cbe049          43  # 0xa91460
L 0x3ca0cbe049          29  # 0xa91430
L 0x3ca0cbe049          39  # 0xa91510
L 0x7fe47c5d890a          48  # 0xa914d0
L 0x3ca0cbe049          29  # 0xa914a0
L 0x3ca0cbe049          36  # 0xa91400
L 0x3ca0cbe049          34  # 0xa912c0
L 0x3ca0cbe049          40  # 0xa915c0
L 0x7fe47c5d890a          48  # 0xa91580
L 0x3ca0cbe049          40  # 0xa91670
L 0x7fe47c5d890a          48  # 0xa91630
L 0x3ca0cbe049          29  # 0xa91600
L 0x7fe47c5d890a          48  # 0xa91720
L 0x7fe47c5d890a          48  # 0xa916e0
L 0x7fe47c5d890a          48  # 0xa917d0
L 0x7fe47c5d890a          48  # 0xa91790
L 0x3ca0cbe049          29  # 0xa91760
L 0x3ca0cbe049          29  # 0xa916b0
L 0x3ca0cbe049          50  # 0xa91870
L 0x3ca0cbe049          29  # 0xa91840
L 0x3ca0cbe049          29  # 0xa918e0
L 0x3ca0cbe049          35  # 0xa918b0
L 0x7fe47c5d890a          48  # 0xa91940
L 0x3ca0cbe049          48  # 0xa919c0
L 0x3ca0cbe049          43  # 0xa91980
L 0x3ca0cbe049          29  # 0xa91910
L 0x3ca0cbe049          36  # 0xa91810
L 0x3ca0cbe049          29  # 0xa91550
L 0x3ca0cbe049          29  # 0xa91020
L 0x3ca0cbe049          29  # 0xa90630
L 0x7fe47c5d890a          48  # 0xa91a30
L 0x7fe47c5d890a          48  # 0xa91aa0
L 0x3ca0cbe049          29  # 0xa91a70
L 0x3ca0cbe049          37  # 0xa91b20
L 0x3ca0cbe049          36  # 0xa91b60
L 0x7fe47c5d890a          48  # 0xa91bc0
L 0x3ca0cbe049          29  # 0xa91c00
L 0x3ca0cbe049          29  # 0xa91b90
L 0x7fe47c5d890a          48  # 0xa91ae0
L 0x3ca0cbe049          40  # 0xa91c70
L 0x3ca0cbe049          35  # 0xa91cb0
L 0x3ca0cbe049          39  # 0xa91d10
L 0x3ca0cbe049          29  # 0xa91d50
L 0x3ca0cbe049          29  # 0xa91ce0
L 0x3ca0cbe049          38  # 0xa91dc0
L 0x3ca0cbe049          29  # 0xa91e00
L 0x3ca0cbe049          44  # 0xa91e70
L 0x3ca0cbe049          29  # 0xa91eb0
L 0x7fe47c5d890a          48  # 0xa91e30
L 0x7fe47c5d890a          48  # 0xa91d80
L 0x7fe47c5d890a          48  # 0xa91c30
L 0x3ca0cbe049          41  # 0xa91f20
L 0x3ca0cbe049          29  # 0xa91f60
L 0x7fe47c5d890a          48  # 0xa91fd0
L 0x3ca0cbe049          29  # 0xa92010
L 0x7fe47c5d890a          48  # 0xa91f90
L 0x3ca0cbe049          43  # 0xa92080
L 0x3ca0cbe049          36  # 0xa920c0
L 0x7fe47c5d890a          48  # 0xa92120
L 0x3ca0cbe049          29  # 0xa92160
L 0x3ca0cbe049          29  # 0xa920f0
L 0x7fe47c5d890a          48  # 0xa92040
L 0x3ca0cbe049          43  # 0xa921d0
L 0x3ca0cbe049          36  # 0xa92210
L 0x7fe47c5d890a          48  # 0xa92270
L 0x3ca0cbe049          29  # 0xa922b0
L 0x3ca0cbe049          29  # 0xa92240
L 0x3ca0cbe049          40  # 0xa92320
L 0x3ca0cbe049          36  # 0xa92360
L 0x3ca0cbe049          43  # 0xa923c0
L 0x3ca0cbe049          29  # 0xa92400
L 0x3ca0cbe049          29  # 0xa92390
L 0x7fe47c5d890a          48  # 0xa922e0
L 0x7fe47c5d890a          48  # 0xa92190
L 0x7fe47c5d890a          48  # 0xa91ee0
L 0x3ca0cbe049          48  # 0xa92470
L 0x7fe47c5d890a          48  # 0xa924e0
L 0x3ca0cbe049          29  # 0xa924b0
L 0x7fe47c5d890a          48  # 0xa92550
L 0x3ca0cbe049          39  # 0xa925d0
L 0x3ca0cbe049          29  # 0xa92610
L 0x3ca0cbe049          40  # 0xa92590
L 0x3ca0cbe049          29  # 0xa92520
L 0x7fe47c5d890a          48  # 0xa92680
L 0x3ca0cbe049          29  # 0xa926c0
L 0x3ca0cbe049          29  # 0xa92730
L 0x7fe47c5d890a          48  # 0xa926f0
L 0x3ca0cbe049          50  # 0xa927a0
L 0x3ca0cbe049          29  # 0xa927e0
L 0x7fe47c5d890a          48  # 0xa92850
L 0x3ca0cbe049          29  # 0xa928a0
L 0x7fe47c5d890a          48  # 0xa92810
L 0x3ca0cbe049          46  # 0xa92760
L 0x7fe47c5d890a          48  # 0xa92640
L 0x3ca0cbe049          48  # 0xa92950
L 0x3ca0cbe049          40  # 0xa92910
L 0x7fe47c5d890a          48  # 0xa929c0
L 0x3ca0cbe049          29  # 0xa92990
L 0x7fe47c5d890a          48  # 0xa92a30
L 0x3ca0cbe049          39  # 0xa92ab0
L 0x3ca0cbe049          29  # 0xa92af0
L 0x3ca0cbe049          47  # 0xa92a70
L 0x3ca0cbe049          29  # 0xa92a00
L 0x3ca0cbe049          41  # 0xa92b60
L 0x3ca0cbe049          29  # 0xa92ba0
L 0x3ca0cbe049          40  # 0xa92c10
L 0x3ca0cbe049          29  # 0xa92c50
L 0x7fe47c5d890a          48  # 0xa92bd0
L 0x3ca0cbe049          49  # 0xa92cc0
L 0x7fe47c5d890a          48  # 0xa92d30
L 0x3ca0cbe049          29  # 0xa92d00
L 0x7fe47c5d890a          48  # 0xa92c80
L 0x7fe47c5d890a          48  # 0xa92b20
L 0x7fe47c5d890a          48  # 0xa928d0
L 0x7fe47c5d890a          48  # 0xa92430
L 0x7fe47c5d890a          48  # 0xa92da0
L 0x3ca0cbe049          39  # 0xa92e20
L 0x3ca0cbe049          29  # 0xa92e60
L 0x3ca0cbe049          41  # 0xa92de0
L 0x3ca0cbe049          46  # 0xa92ed0
L 0x3ca0cbe049          29  # 0xa92f10
L 0x3ca0cbe049          47  # 0xa92f80
L 0x7fe47c5d890a          48  # 0xa92f40
L 0x7fe47c5d890a          48  # 0xa92e90
L 0x3ca0cbe049          29  # 0xa92ff0
L 0x3ca0cbe049          41  # 0xa930a0
L 0x3ca0cbe049          44  # 0xa93060
L 0x7fe47c5d890a          48  # 0xa93020
L 0x3ca0cbe049          42  # 0xa93150
L 0x7fe47c5d890a          48  # 0xa93110
L 0x3ca0cbe049          39  # 0xa93200
L 0x7fe47c5d890a          48  # 0xa931c0
L 0x3ca0cbe049          29  # 0xa93190
L 0x3ca0cbe049          29  # 0xa930e0
L 0x3ca0cbe049          29  # 0xa92fc0
L 0x3ca0cbe049          45  # 0xa932b0
L 0x7fe47c5d890a          48  # 0xa93270
L 0x3ca0cbe049          39  # 0xa93360
L 0x7fe47c5d890a          48  # 0xa93320
L 0x3ca0cbe049          29  # 0xa932f0
L 0x3ca0cbe049          41  # 0xa93410
L 0x7fe47c5d890a          48  # 0xa933d0
L 0x3ca0cbe049          46  # 0xa934c0
L 0x7fe47c5d890a          48  # 0xa93480
L 0x3ca0cbe049          29  # 0xa93450
L 0x3ca0cbe049          29  # 0xa933a0
L 0x3ca0cbe049          44  # 0xa93570
L 0x7fe47c5d890a          48  # 0xa93530
L 0x3ca0cbe049          46  # 0xa93620
L 0x7fe47c5d890a          48  # 0xa935e0
L 0x3ca0cbe049          29  # 0xa935b0
L 0x3ca0cbe049          41  # 0xa936d0
L 0x7fe47c5d890a          48  # 0xa93690
L 0x3ca0cbe049          40  # 0xa93780
L 0x7fe47c5d890a          48  # 0xa93740
L 0x3ca0cbe049          29  # 0xa93710
L 0x3ca0cbe049          29  # 0xa93660
L 0x3ca0cbe049          29  # 0xa93500
L 0x3ca0cbe049          29  # 0xa93240
L 0x3ca0cbe049          40  # 0xa93830
L 0x7fe47c5d890a          48  # 0xa937f0
L 0x3ca0cbe049          41  # 0xa938e0
L 0x7fe47c5d890a          48  # 0xa938a0
L 0x3ca0cbe049          29  # 0xa93870
L 0x3ca0cbe049          39  # 0xa93990
L 0x7fe47c5d890a          48  # 0xa93950
L 0x3ca0cbe049          44  # 0xa93a40
L 0x7fe47c5d890a          48  # 0xa93a00
L 0x3ca0cbe049          29  # 0xa939d0
L 0x3ca0cbe049          29  # 0xa93920
L 0x7fe47c5d890a          48  # 0xa93ab0
L 0x3ca0cbe049          29  # 0xa93a80
L 0x3ca0cbe049          29  # 0xa937c0
L 0x3ca0cbe049          29  # 0xa92d70
L 0x3ca0cbe049          29  # 0xa93be0
L 0x7fe47c640427         512  # 0xa9d4a0
L 0x7fe47c5d890a          48  # 0xa93c10
L 0x7fe47c5f7a91          40  # 0xa93ba0
L 0x7fe47c5d890a          48  # 0xa93b60
L 0x3ca0cbe049          29  # 0xa93b30
L 0x3cd3737431          32  # 0xa9df70
L 0x3ca0cbe049          32  # 0xaa3020
L 0x3cd37378de           8  # 0xaa3510
L 0x3ca0cbe049          67  # 0xaa3170
L 0x3cd37378de           8  # 0xaa4100
L 0x3ca0cbe049          49  # 0xaa3530
L 0x3cd37378de           8  # 0xaa6c60
L 0x3cd37378de          16  # 0xaa41d0
L 0x7fe47c5ff499         144  # 0xab6150
L 0x3ca0cbe049          44  # 0xab6d80
L 0x3ca0cbe049         719  # 0xab6e70
L 0x7fe47c5d8d21          56  # 0xab6790
L 0x7fe47c5ff499         144  # 0xab92d0
L 0x7fe47c65d12a         144  # 0xab8aa0
L 0x7fe47c5d8d21          56  # 0xab96d0
L 0x7fe47c5d8d21          56  # 0xab9680
L 0x3ca0cbe049          39  # 0xab9810
L 0x7fe47c5f7a91          40  # 0xabd380
L 0x3ca0cbe049         105  # 0xab9be0
L 0x7fe47c5d8d21          56  # 0xab9780
L 0x3ca0cbe049          68  # 0xab7150
L 0x7fe47c65d12a         144  # 0xab6040
L 0x7fe47c5f7a91          40  # 0xaa2fb0
L 0x7fe47c62bf50          56  # 0xaf0b60
L 0x7fe47c6204d2         512  # 0xaf1b30
L 0x7fe47c620afc         512  # 0xaf11c0
L 0x7fe47c62bf50          56  # 0xaf0a90
L 0x3ca0cbe049          47  # 0xabd900
L 0x3ca0cbe049         153  # 0xa9d850
L 0x3ca0cbe049          39  # 0xa93af0
L 0x3ca0cbe049          29  # 0xa91a00
L 0x3ca0cbe049          50  # 0xa8f2d0
L 0x7fe47c5d890a          48  # 0xa8d0f0
# total allocation requests:  16139 ; max. mem used 614 kBytes
# leak  93388 Bytes	:-(
# .. that is 91 kByte!! A lot ..
WORK TIME - 00:00:16.96
