# LeakReport
# from new @ |      size  # Pointer Addr
L 0x7fedbb6efaa9          48  # 0xda0830
L 0x7fedba54490a          48  # 0xda08a0
L 0x7fedbb6efaa9          29  # 0xda0870
L 0x7fedba54490a          48  # 0xda07f0
L 0x7fedba54490a          48  # 0xda0910
L 0x7fedbb6efaa9          29  # 0xda0990
L 0x7fedbb6efaa9          49  # 0xda0950
L 0x7fedbb6efaa9          47  # 0xda0a40
L 0x7fedbb6efaa9          41  # 0xda0a00
L 0x7fedbb6efaa9          45  # 0xda0af0
L 0x7fedba54490a          48  # 0xda0ab0
L 0x7fedbb6efaa9          29  # 0xda0a80
L 0x7fedba54490a          48  # 0xda09c0
L 0x7fedbb6efaa9          29  # 0xda08e0
L 0x7fedba54490a          48  # 0xda0690
L 0x7fedba54490a          48  # 0xda0ba0
L 0x7fedba54490a          48  # 0xda0b60
L 0x7fedba54490a          48  # 0xda0c50
L 0x7fedba54490a          48  # 0xda0c10
L 0x7fedbb6efaa9          29  # 0xda0be0
L 0x7fedba54490a          48  # 0xda0cf0
L 0x7fedbb6efaa9          29  # 0xda0cc0
L 0x7fedba54490a          48  # 0xda0d90
L 0x7fedbb6efaa9          29  # 0xda0d60
L 0x7fedbb6efaa9          33  # 0xda0d30
L 0x7fedbb6efaa9          36  # 0xda0c90
L 0x7fedba54490a          48  # 0xda0e30
L 0x7fedbb6efaa9          29  # 0xda0e00
L 0x7fedbb6efaa9          40  # 0xda0ed0
L 0x7fedbb6efaa9          29  # 0xda0ea0
L 0x7fedbb6efaa9          34  # 0xda0e70
L 0x7fedbb6efaa9          43  # 0xda0f70
L 0x7fedbb6efaa9          29  # 0xda0f40
L 0x7fedbb6efaa9          39  # 0xda1020
L 0x7fedba54490a          48  # 0xda0fe0
L 0x7fedbb6efaa9          29  # 0xda0fb0
L 0x7fedbb6efaa9          36  # 0xda0f10
L 0x7fedbb6efaa9          34  # 0xda0dd0
L 0x7fedbb6efaa9          40  # 0xda10d0
L 0x7fedba54490a          48  # 0xda1090
L 0x7fedbb6efaa9          40  # 0xda1180
L 0x7fedba54490a          48  # 0xda1140
L 0x7fedbb6efaa9          29  # 0xda1110
L 0x7fedba54490a          48  # 0xda1230
L 0x7fedba54490a          48  # 0xda11f0
L 0x7fedba54490a          48  # 0xda12e0
L 0x7fedba54490a          48  # 0xda12a0
L 0x7fedbb6efaa9          29  # 0xda1270
L 0x7fedbb6efaa9          29  # 0xda11c0
L 0x7fedbb6efaa9          50  # 0xda1380
L 0x7fedbb6efaa9          29  # 0xda1350
L 0x7fedbb6efaa9          29  # 0xda13f0
L 0x7fedbb6efaa9          35  # 0xda13c0
L 0x7fedba54490a          48  # 0xda1450
L 0x7fedbb6efaa9          48  # 0xda14d0
L 0x7fedbb6efaa9          43  # 0xda1490
L 0x7fedbb6efaa9          29  # 0xda1420
L 0x7fedbb6efaa9          36  # 0xda1320
L 0x7fedbb6efaa9          29  # 0xda1060
L 0x7fedbb6efaa9          29  # 0xda0b30
L 0x7fedbb6efaa9          29  # 0xda0140
L 0x7fedba54490a          48  # 0xda1540
L 0x7fedba54490a          48  # 0xda15b0
L 0x7fedbb6efaa9          29  # 0xda1580
L 0x7fedbb6efaa9          37  # 0xda1630
L 0x7fedbb6efaa9          36  # 0xda1670
L 0x7fedba54490a          48  # 0xda16d0
L 0x7fedbb6efaa9          29  # 0xda1710
L 0x7fedbb6efaa9          29  # 0xda16a0
L 0x7fedba54490a          48  # 0xda15f0
L 0x7fedbb6efaa9          40  # 0xda1780
L 0x7fedbb6efaa9          35  # 0xda17c0
L 0x7fedbb6efaa9          39  # 0xda1820
L 0x7fedbb6efaa9          29  # 0xda1860
L 0x7fedbb6efaa9          29  # 0xda17f0
L 0x7fedbb6efaa9          38  # 0xda18d0
L 0x7fedbb6efaa9          29  # 0xda1910
L 0x7fedbb6efaa9          44  # 0xda1980
L 0x7fedbb6efaa9          29  # 0xda19c0
L 0x7fedba54490a          48  # 0xda1940
L 0x7fedba54490a          48  # 0xda1890
L 0x7fedba54490a          48  # 0xda1740
L 0x7fedbb6efaa9          41  # 0xda1a30
L 0x7fedbb6efaa9          29  # 0xda1a70
L 0x7fedba54490a          48  # 0xda1ae0
L 0x7fedbb6efaa9          29  # 0xda1b20
L 0x7fedba54490a          48  # 0xda1aa0
L 0x7fedbb6efaa9          43  # 0xda1b90
L 0x7fedbb6efaa9          36  # 0xda1bd0
L 0x7fedba54490a          48  # 0xda1c30
L 0x7fedbb6efaa9          29  # 0xda1c70
L 0x7fedbb6efaa9          29  # 0xda1c00
L 0x7fedba54490a          48  # 0xda1b50
L 0x7fedbb6efaa9          43  # 0xda1ce0
L 0x7fedbb6efaa9          36  # 0xda1d20
L 0x7fedba54490a          48  # 0xda1d80
L 0x7fedbb6efaa9          29  # 0xda1dc0
L 0x7fedbb6efaa9          29  # 0xda1d50
L 0x7fedbb6efaa9          40  # 0xda1e30
L 0x7fedbb6efaa9          36  # 0xda1e70
L 0x7fedbb6efaa9          43  # 0xda1ed0
L 0x7fedbb6efaa9          29  # 0xda1f10
L 0x7fedbb6efaa9          29  # 0xda1ea0
L 0x7fedba54490a          48  # 0xda1df0
L 0x7fedba54490a          48  # 0xda1ca0
L 0x7fedba54490a          48  # 0xda19f0
L 0x7fedbb6efaa9          48  # 0xda1f80
L 0x7fedba54490a          48  # 0xda1ff0
L 0x7fedbb6efaa9          29  # 0xda1fc0
L 0x7fedba54490a          48  # 0xda2060
L 0x7fedbb6efaa9          39  # 0xda20e0
L 0x7fedbb6efaa9          29  # 0xda2120
L 0x7fedbb6efaa9          40  # 0xda20a0
L 0x7fedbb6efaa9          29  # 0xda2030
L 0x7fedba54490a          48  # 0xda2190
L 0x7fedbb6efaa9          29  # 0xda21d0
L 0x7fedbb6efaa9          29  # 0xda2240
L 0x7fedba54490a          48  # 0xda2200
L 0x7fedbb6efaa9          50  # 0xda22b0
L 0x7fedbb6efaa9          29  # 0xda22f0
L 0x7fedbb6efaa9          29  # 0xda23b0
L 0x7fedba54490a          48  # 0xda2320
L 0x7fedbb6efaa9          46  # 0xda2270
L 0x7fedba54490a          48  # 0xda2150
L 0x7fedbb6efaa9          48  # 0xda2460
L 0x7fedbb6efaa9          40  # 0xda2420
L 0x7fedba54490a          48  # 0xda24d0
L 0x7fedbb6efaa9          29  # 0xda24a0
L 0x7fedba54490a          48  # 0xda2540
L 0x7fedbb6efaa9          39  # 0xda25c0
L 0x7fedbb6efaa9          29  # 0xda2600
L 0x7fedbb6efaa9          47  # 0xda2580
L 0x7fedbb6efaa9          29  # 0xda2510
L 0x7fedbb6efaa9          41  # 0xda2670
L 0x7fedbb6efaa9          29  # 0xda26b0
L 0x7fedbb6efaa9          40  # 0xda2720
L 0x7fedbb6efaa9          29  # 0xda2760
L 0x7fedba54490a          48  # 0xda26e0
L 0x7fedbb6efaa9          49  # 0xda27d0
L 0x7fedba54490a          48  # 0xda2840
L 0x7fedbb6efaa9          29  # 0xda2810
L 0x7fedba54490a          48  # 0xda2790
L 0x7fedba54490a          48  # 0xda2630
L 0x7fedba54490a          48  # 0xda23e0
L 0x7fedba54490a          48  # 0xda1f40
L 0x7fedbb6efaa9          29  # 0xda1510
L 0x7fedbb6efaa9          50  # 0xd9ede0
L 0x7fedba54490a          48  # 0xda28b0
L 0x7fedbb6efaa9          39  # 0xda2930
L 0x7fedbb6efaa9          29  # 0xda2970
L 0x7fedbb6efaa9          41  # 0xda28f0
L 0x7fedbb6efaa9          46  # 0xda29e0
L 0x7fedbb6efaa9          29  # 0xda2a20
L 0x7fedbb6efaa9          47  # 0xda2a90
L 0x7fedbb6efaa9          29  # 0xda2ad0
L 0x7fedba54490a          48  # 0xda2a50
L 0x7fedba54490a          48  # 0xda29a0
L 0x7fedbb6efaa9          44  # 0xda2b40
L 0x7fedbb6efaa9          29  # 0xda2b80
L 0x7fedbb6efaa9          49  # 0xda2bf0
L 0x7fedba54490a          48  # 0xda2bb0
L 0x7fedba54490a          48  # 0xda2c60
L 0x7fedba54490a          48  # 0xda2cd0
L 0x7fedbb6efaa9          29  # 0xda2ca0
L 0x7fedbb6efaa9          29  # 0xda2c30
L 0x7fedba54490a          48  # 0xda2b00
L 0x7fedbb6efaa9          44  # 0xda2d50
L 0x7fedbb6efaa9          29  # 0xda2d90
L 0x7fedbb6efaa9          41  # 0xda2e00
L 0x7fedbb6efaa9          29  # 0xda2e40
L 0x7fedba54490a          48  # 0xda2dc0
L 0x7fedbb6efaa9          42  # 0xda2eb0
L 0x7fedbb6efaa9          29  # 0xda2ef0
L 0x7fedbb6efaa9          39  # 0xda2f60
L 0x7fedbb6efaa9          29  # 0xda2fa0
L 0x7fedba54490a          48  # 0xda2f20
L 0x7fedba54490a          48  # 0xda2e70
L 0x7fedbb6efaa9          45  # 0xda3010
L 0x7fedbb6efaa9          29  # 0xda3050
L 0x7fedbb6efaa9          39  # 0xda30c0
L 0x7fedbb6efaa9          29  # 0xda3100
L 0x7fedba54490a          48  # 0xda3080
L 0x7fedbb6efaa9          41  # 0xda3170
L 0x7fedbb6efaa9          29  # 0xda31b0
L 0x7fedbb6efaa9          46  # 0xda3220
L 0x7fedbb6efaa9          29  # 0xda3260
L 0x7fedba54490a          48  # 0xda31e0
L 0x7fedba54490a          48  # 0xda3130
L 0x7fedba54490a          48  # 0xda2fd0
L 0x7fedbb6efaa9          38  # 0xda2d10
L 0x7fedbb6efaa9          44  # 0xda32d0
L 0x7fedbb6efaa9          29  # 0xda3310
L 0x7fedbb6efaa9          46  # 0xda3380
L 0x7fedbb6efaa9          29  # 0xda33c0
L 0x7fedba54490a          48  # 0xda3340
L 0x7fedbb6efaa9          41  # 0xda3430
L 0x7fedbb6efaa9          29  # 0xda3470
L 0x7fedbb6efaa9          40  # 0xda34e0
L 0x7fedbb6efaa9          29  # 0xda3520
L 0x7fedba54490a          48  # 0xda34a0
L 0x7fedba54490a          48  # 0xda33f0
L 0x7fedbb6efaa9          40  # 0xda3590
L 0x7fedbb6efaa9          29  # 0xda35d0
L 0x7fedbb6efaa9          41  # 0xda3640
L 0x7fedbb6efaa9          29  # 0xda3680
L 0x7fedba54490a          48  # 0xda3600
L 0x7fedbb6efaa9          39  # 0xda36f0
L 0x7fedbb6efaa9          29  # 0xda3730
L 0x7fedbb6efaa9          44  # 0xda37a0
L 0x7fedbb6efaa9          29  # 0xda37e0
L 0x7fedba54490a          48  # 0xda3760
L 0x7fedba54490a          48  # 0xda36b0
L 0x7fedba54490a          48  # 0xda3550
L 0x7fedbb6efaa9          39  # 0xda3850
L 0x7fedbb6efaa9          29  # 0xda3940
L 0x38e3488fe1          40  # 0xda3900
L 0x7fedba54490a          48  # 0xda38c0
L 0x7fedbb6efaa9          29  # 0xda3890
L 0x7fedba5ac427         512  # 0xdacf50
L 0x38e342f05b           8  # 0xda82e0
L 0x38e342f05b           8  # 0xdb0b80
L 0x38e342e3f1          32  # 0xdada20
L 0x7fedbb6efaa9         153  # 0xdad300
L 0x7fedbb6efaa9          67  # 0xdb2c40
L 0x7fedbb6efaa9          32  # 0xdb2af0
L 0x38e3488fe1          40  # 0xdb2a80
L 0x38e342f05b           8  # 0xdb19b0
L 0x38e342f05b          16  # 0xdb0e20
L 0x7fedba56b499         144  # 0xdc5d00
L 0x7fedba544d21          56  # 0xdc6340
L 0x7fedbb6efaa9         719  # 0xdc6a20
L 0x7fedbb6efaa9          44  # 0xdc6930
L 0x7fedbb6efaa9          49  # 0xdb3000
L 0x7fedba54490a          48  # 0xda3970
L 0x7fedba5c912a         144  # 0xdc8650
L 0x7fedba56b499         144  # 0xdc8e80
L 0x7fedba5c912a         144  # 0xdc8b80
L 0x7fedba544d21          56  # 0xdc9280
L 0x7fedba544d21          56  # 0xdc9230
L 0x7fedbb6efaa9          39  # 0xdc93c0
L 0x38e3488fe1          40  # 0xdcce50
L 0x7fedbb6efaa9         105  # 0xdc9790
L 0x7fedba544d21          56  # 0xdc9330
L 0x7fedbb6efaa9          68  # 0xdc6d00
L 0x7fedba597f50          56  # 0xe005d0
L 0x7fedba58c4d2         512  # 0xe015f0
L 0x7fedba58cafc         512  # 0xe00c80
L 0x7fedbb6efaa9          47  # 0xdcd3d0
L 0x7fedba54490a          48  # 0xda3810
L 0x7fedba54490a          48  # 0xda3290
L 0x7fedbb6efaa9          29  # 0xda2880
L 0x7fedbb6efaa9          39  # 0xd9dbf0
# total allocation requests:  16160 ; max. mem used 307 kBytes
# leak  94795 Bytes	:-(
# .. that is 92 kByte!! A lot ..
WORK TIME - 00:00:26.36
